证券代码,证券简称,一致预测营业收入(FY1),一致预测净利润(FY1),一致预测ROE(FY1),一致预测每股净资产(FY1),每股收益EPS-基本,净资产收益率ROE(平均),总资产报酬率ROA,资产负债率,流动比率,总资产(同比增长率),营业收入(同比增长率),销售毛利率,每股净资产BPS,营业利润,长期借款,短期借款,营业收入,报告期,下一期营收
000830.SZ,鲁西化工,22352487222,3251947778,26.5383,8.3547,2.14,30.6548,17.1424,60.5834,0.2373,13.689,31.9758,30.3894,5.857,4242779860,877500000,6683660000,19573166283,一季,21214528031
000860.SZ,顺鑫农业,12335491667,622389761,8.88,12.7854,2.5644,20.1352,11.8176,58.2874,1.8287,-2.2384,3.3665,43.1469,11.2951,1992090265,877915300,2800000000,15890800160,一季,14465150323
000869.SZ,张裕A,5229390000,1097332500,11.262,14.3626,2.8,20.9748,20,26.3958,1.7473,10.7628,-4.8787,65.332,13.6845,2546117872,172360586,753662515,7216231904,一季,5656460128
000876.SZ,新希望,72616134000,2475428000,10.89,5.718,0.56,11.4112,9.2608,39.7145,0.8587,12.1522,1.3156,8.5127,5.0977,3701042660,906537932.6,7321254302,59226836095,一季,63285559111
000877.SZ,天山股份,8440843333,658483333,8.3833,7.3567,-0.08,-0.932,2.1148,53.3988,0.5206,-7.6116,27.8646,34.4722,6.9722,34482554,1268875542,3798160265,2991923881,一季,5942388694
000878.SZ,云南铜业,65486950000,425817500,7.78,4.8024,0.3328,7.9304,4.178,71.1506,0.8628,19.0306,-14.7558,5.866,4.4201,746122649.4,2199000000,12003188255,37167275813,一季,40419826795
000887.SZ,中鼎股份,13619132727,1321018675,15.3044,7.0399,1.24,19.4016,12.7036,47.7739,2.3618,10.1591,25.2425,28.5583,6.4225,1826592397,3419895481,629748682,12165522433,一季,12196331505
000895.SZ,双汇发展,52951324737,4918538132,30.6475,4.9155,1.2896,28.0816,24.3724,29.3742,1.5844,2.8852,-1.7808,19.7208,4.7556,5386139294,4793439.72,1642107169,47977727851,一季,47242778678
000898.SZ,鞍钢股份,86366750000,6082500000,11.2288,7.5084,0.88,12.5264,10.7724,43.5857,0.9338,-1.7696,11.0578,16.8596,7.1281,8424000000,2409000000,16378000000,86052000000,一季,93764000000
000925.SZ,众合科技,3081500000,156250000,6.305,4.6665,0.008,0.1644,1.5356,59.1961,0.9806,55.9165,85.4849,30.4384,5.8614,81643367.4,553286549.1,1291545658,1215076787,一季,1591530527
000932.SZ,华菱钢铁,85195934706,5193797647,33.9029,5.2969,2.0348,55.2204,12.1372,78.385,0.6897,6.5413,11.1687,16.2349,3.9378,7654915743,5068000000,20105207823,79931924668,一季,86961326257
000933.SZ,神火股份,20039666667,868578333,12.5717,3.8327,0.144,4.6276,4.3336,85.2359,0.4618,-0.1159,4.1219,15.2852,3.1451,463188078.8,2446000000,17574192320,18849989919,一季,18344550214
000937.SZ,冀中能源,21312878000,1147823410,5.682,5.694,0.3252,5.8876,5.3088,52.9023,1.2132,3.4234,5.4565,26.6116,5.5862,1969512084,3208164329,3156850000,21424797827,一季,21568007581
000959.SZ,首钢股份,65364000000,2633337500,9.7075,5.1923,0.3816,7.5368,3.7084,72.5187,0.3562,3.0619,-3.5074,13.3738,5.1301,2672506515,19889040000,24055510000,58449289919,一季,63073144122
000960.SZ,锡业股份,37703147273,1224458182,10.437,7.1553,0.4212,6.3708,6.654,61.1773,0.7701,13.9538,17.9263,9.2241,6.656,1342938435,1755999428,11421852127,36132332735,一季,40127201642
000961.SZ,中南建设,50894800000,1862200000,11.5471,4.405,0.4092,10.4772,1.79,90.7826,1.4067,55.436,98.6489,19.7922,4.0232,2659949882,29606612074,8380752000,45389030625,一季,30631954845
000967.SZ,盈峰环境,6084447778,485987778,10.1738,3.9686,0.312,8.3044,5.78,44.4854,1.4704,25.4663,21.7249,14.3785,3.7678,424074748.7,485139240.6,1075500000,4564247748,一季,5050837259
000968.SZ,蓝焰控股,2168091429,703981496,18.3483,4.0107,0.44,13.6084,9.27,52.667,1.1082,-5.0399,-4.6429,40.0197,3.3806,535201694.4,751500000,850000000,1384000044,一季,2006087873
000977.SZ,浪潮信息,37069542667,632850000,7.8657,6.3796,0.1704,3.0152,2.7784,61.6685,1.4929,105.0218,96.5044,11.9863,5.6682,314836665.9,400000000,6519655599,30432903758,一季,38309401256
000983.SZ,西山煤电,30113639000,1979514000,10.106,6.4785,0.6516,11.25,7.0416,62.7294,0.7476,5.5247,5.5965,31.2284,5.8997,3397613008,9959621575,4404600000,29197671989,一季,30511768287
000988.SZ,华工科技,6122570000,441815000,8.14,5.62,0.24,4.6228,4.2168,39.2662,2.0313,48.6507,36.4054,23.9522,5.2569,308926130.3,55000000,1140762000,5057274520,一季,5483381791
000997.SZ,新大陆,5693939000,740466000,13.82,5.3668,0.7696,15.766,9.5524,52.915,1.5323,77.6489,-0.6894,35.26,4.9769,921874684.6,40000000,610000000,4635351344,一季,5084588455
000998.SZ,隆平高科,4048934286,1108527846,15.4754,5.8289,0.716,14.9688,5.528,49.5877,1.4919,64.4314,-0.6871,44.0602,4.8455,1026315084,2527122060,2679400000,3256027315,一季,2697544366
001979.SZ,招商蛇口,1.0013E+11,15400228865,19.5633,10.5099,2.92,32.3436,8.1908,72.1477,1.7669,37.8018,32.0384,49.4488,8.7991,28910893233,70469482011,18096256600,36652499585,一季,41975601277
002001.SZ,新和成,11214772500,4936868333,26.4325,7.9472,4.72,40.6564,40.4816,20.9168,4.0927,64.1907,148.0034,73.4368,12.2121,7201410634,887092800.2,1124078427,12181804080,一季,9302339830
002008.SZ,大族激光,14833947692,2186539231,25.5665,8.4013,1.36,19.6552,12.834,50.1046,1.9015,46.2477,11.1954,40.5812,6.8398,1555349731,289896541.7,1702281229,6768254877,一季,10213979628
002010.SZ,传化智联,25659860000,823438000,6.312,3.9928,0.12,3.4676,3.2456,53.041,1.6786,49.5648,121.0578,10.804,3.5493,604028279.8,2471988712,2782452861,19912492669,一季,22181267161
002013.SZ,中航机电,11797892778,881265263,8.9873,2.7489,0.0216,0.6032,1.706,51.6153,1.4388,10.4212,18.8578,19.63,3.5513,225721669.6,605137800,1484340000,7793416027,一季,10899499881
002019.SZ,亿帆医药,4643138333,1177997500,14.9811,6.5689,1.08,19.6128,20.3976,21.8621,2.3662,33.4638,44.616,56.5314,5.6307,1560435638,124000000,791860010,5011134123,一季,4650978276
002023.SZ,海特高新,539000000,65500000,1.8175,4.715,0.1896,4.108,3.2056,38.3558,3.2907,7.3742,0.9568,40.8376,4.6165,122906647.6,1479327332,54279030.1,412689894.6,一季,420814208
002024.SZ,苏宁易购,2.43617E+11,2828551724,3.5879,8.0874,0.0476,0.5636,0.8032,48.2705,1.3612,16.7132,32.7554,16.37,8.48,437440000,2880233000,9998643000,1.98481E+11,一季,2.21357E+11
002036.SZ,联创电子,6961855000,442258333,19.5767,4.2055,0.16,4.7244,3.224,60.6456,1.0077,35.3232,33.9721,11.1305,3.3847,92320328.32,268469879.9,1579220855,3620315246,一季,4395340947
002042.SZ,华孚时尚,16662102727,878009091,12.3525,4.7448,0.92,12.564,7.6644,55.2414,1.1762,19.0789,30.9617,11.9539,6.9824,979868248.3,281951109.4,6558035957,12136602076,一季,13580780227
002044.SZ,美年健康,9143943000,935897500,13.4689,2.3415,-0.16,-6.1004,-2.5212,46.6265,1.1368,106.0159,64.9961,32.7045,2.4595,-474378375.8,855572121.6,1721734400,4899652276,一季,6969679221
002048.SZ,宁波华翔,16037066667,777373333,10.015,13.3734,0.64,5.2596,6.8972,39.2425,1.5755,7.2283,-11.927,19.8629,12.4665,949542015.3,136855276.8,1334562566,12874437033,一季,13880419325
002050.SZ,三花智控,11425851111,1530571004,17.2919,4.2235,0.48,12.428,11.9644,35.868,2.364,46.9394,20.3605,27.5049,3.8243,1185124607,554000000,715608196,10310189338,一季,11180667460
002051.SZ,中工国际,12709625000,1756015000,17.8567,8.9621,0.8,10.4296,11.2176,50.672,1.7076,-3.0576,37.9554,27.3744,7.61,977106803.2,88545702.4,139454116.1,8263582044,一季,8970340229
002074.SZ,国轩高科,6936138421,1011302025,12.9017,7.2594,0.56,7.7464,4.3176,50.1768,1.7636,55.13,-4.3187,32.8694,7.3827,662132789,844723880,1449995000,4239232405,一季,5213435491
002078.SZ,太阳纸业,23111800000,2669700435,21.9294,4.8799,0.96,23.2572,16.1064,56.7923,0.8692,24.239,14.2904,27.5258,4.1036,3582045144,1466576332,5364645230,20165163153,一季,20947299746
002080.SZ,中材科技,11987333846,1103141429,11.4,7.5313,0.7348,6.664,5.2428,58.9654,0.9507,10.1796,2.5682,29.174,11.1837,781008404.8,2354395096,4125064080,8337569199,一季,9491783572
002085.SZ,万丰奥威,11839385000,1185525000,15.53,3.4645,0.4,14.7648,12.9708,33.0405,2.0731,6.6113,3.2522,20.0646,2.8392,1197505342,441373255.9,573150583.6,10324404960,一季,10411626869
002087.SZ,新野纺织,6753817500,397265000,11.0933,4.465,0.2568,6.3996,5.198,62.0639,1.6173,4.839,16.2457,16.0974,4.0433,234595970.3,599000000,1477780000,5202539209,一季,6422447990
002092.SZ,中泰化学,50768091429,2691821429,13.2943,9.492,0.7912,9.1336,5.2848,66.944,0.7654,15.8703,52.7403,15.2604,8.0652,2030053693,5795354202,10806356758,41099548536,一季,54697737827
002094.SZ,青岛金王,6843488000,411742000,13.802,4.3311,0.488,7.5792,7.456,43.4451,1.7909,53.2155,56.4786,22.0215,6.4734,297477176.6,490500000,942188139.2,4776563794,一季,5482230579
002111.SZ,威海广泰,2169000000,199666667,7.375,7.3533,0.52,7.7476,5.5388,38.5141,1.7876,7.2712,15.4528,35.9599,6.9574,231497968.3,40585451,656580584.6,1536947515,一季,1996557400
002124.SZ,天邦股份,5326333333,469035000,15.285,2.7518,0.16,4.2268,3.4776,40.4516,0.9979,19.3332,51.0363,19.044,3.9589,148576783.4,9022640.46,1043000000,3373201191,一季,3724643535
002126.SZ,银轮股份,5253647500,411022735,11.113,4.7781,0.52,12.0204,8.9476,45.4109,1.3132,38.8566,29.533,25.9409,4.2995,525500193.4,123146970,889839747.9,4819400262,一季,5251724915
002128.SZ,露天煤业,7723030000,1812452175,15.0125,7.3807,1.84,26.6744,23.9316,25.0499,1.8592,6.5593,6.1332,55.1443,7.1557,3563566878,319400000,2132000000,9210262020,一季,8528856718
002129.SZ,中环股份,19028610000,819250000,6.92,4.48,0.1892,4.2132,3.9876,59.0036,1.1111,45.7417,68.9079,20.2478,4.2205,723813583.4,5076387105,3938112360,11207073839,一季,12922490603
002146.SZ,荣盛发展,51048085294,7634861486,22.9519,7.7252,0.56,8.6356,2.3316,84.7757,1.4737,26.1545,36.6699,34.5973,6.4697,4092632385,28098949439,10138138614,27935658835,一季,38775747740
002157.SZ,正邦科技,25396242857,711822857,10.0429,3.055,0.12,4.0568,3.074,59.8809,0.9642,35.0356,7.2891,9.5362,2.734,248083410.2,3520911539,3250679483,19834761738,一季,24443335133
002179.SZ,中航光电,7791538947,1027970526,17.4513,7.5071,0.8548,13.4536,8.5308,45.9415,1.827,18.8592,3.8577,35.0896,6.4013,751389325.7,180691700,1080421431,5909005495,一季,7169651398
002180.SZ,纳思达,24936517500,1111390000,22.1725,4.7974,0.3236,8.4116,7.76,79.2315,0.9111,-34.1073,-3.5142,36.5817,3.7978,89592397.48,8921709717,152374263.5,20171757806,一季,20840736366
002185.SZ,华天科技,8902158333,650830646,10.749,2.8875,0.1524,6.0368,5.0112,37.1777,1.2858,19.9271,29.7616,12.9677,2.5464,442109753.3,603900000,604252400,7711993479,一季,7571769713
002202.SZ,金风科技,32062842963,3893937821,15.4708,7.212,0.25,4.2112,3.2576,66.7555,1.1479,15.3746,7.6953,36.0292,6.006,1137198596,15630522195,1447041923,15438742707,一季,22059343845
002221.SZ,东华能源,37900342857,1553728571,17.3571,5.4983,0.844,17.5792,9.5696,67.1127,1.39,7.4871,55.453,6.9345,4.8078,1869770455,2592195305,6302070190,36503677306,一季,42455440948
002230.SZ,科大讯飞,8064346500,653095714,7.7856,4.1099,0.24,4.2204,3.5708,38.4537,1.6554,23.9712,63.2493,47.8997,5.6338,322357141.8,460493398,532574100,5591093981,一季,6419978559
002234.SZ,民和股份,1573100000,226458000,20.932,3.7895,-0.2,-8.5416,0.28,68.4508,0.4513,3.677,33.1303,11.9012,2.3979,-62048990.4,149300000,501500000,1174823628,一季,1339829391
002236.SZ,大华股份,25767819412,3124094706,23.9673,4.5662,0.4,11.134,8.5692,47.804,1.8648,40.268,36.5867,38.9738,3.7145,1321729249,230000000,2396379577,14470610766,一季,19628082705
002241.SZ,歌尔股份,31871445556,2645298692,16.1588,5.246,0.24,4.9088,5.8976,39.5129,1.3042,5.9658,-10.6097,21.9042,4.641,851883737.1,956773340,4164699108,16182954209,一季,16852722080
002249.SZ,大洋电机,10336904000,582942000,6.0525,4.0821,0.04,1.376,2.0588,43.8003,1.5813,14.1709,9.871,19.2962,3.8181,91735003.2,1268225000,1092892813,7774857985,一季,8464479717
002251.SZ,步步高,19331629231,208230000,3.3254,7.3967,0.7752,10.6156,6.3352,58.3037,0.6184,11.3652,13.9459,22.2447,7.4008,914479952.4,860714200,1944020000,21559773959,一季,19136316310
002258.SZ,利尔化学,3859824667,589970667,20.5071,5.5205,0.88,18.9708,14.9148,44.9053,1.2687,63.7978,72.1838,30.5896,4.76,616039410.5,503500000,814626167.4,3619398199,一季,3643232708
002262.SZ,恩华药业,3795738261,484972609,17.0036,2.8712,0.4032,16.2468,13.31,25.7803,2.9754,8.2074,10.4854,53.9101,2.5348,470564521.2,230000,230800000,3704801032,一季,3731349552
002277.SZ,友阿股份,7970000000,353333333,6.1233,4.2152,0.4996,13.4344,9.5944,51.1687,1.3571,8.9593,10.521,23.2059,3.739,1175899830,1213760000,292954762.4,9336676122,一季,7709613899
002299.SZ,圣农发展,12525698333,1061540833,14.6309,6.0323,0.4096,8.0464,6.1236,49.0255,0.4697,11.1407,3.4258,13.1397,5.1434,561781004.9,570400000,4102817906,9405895325,一季,10139876638
002310.SZ,东方园林,22210689200,3294087600,23.2846,5.3071,0.0144,0.3456,1.8408,70.1002,1.0266,60.1296,106.645,28.9487,4.2226,116989258.8,527995722.3,2325689454,10160874117,一季,12926233529
002314.SZ,南山控股,7545535000,758440000,12.3225,2.5618,-0.0744,-2.3768,1.6228,61.7951,1.9212,17.2105,146.2908,39.7149,3.1185,170189779.9,2505000000,900000000,3164406456,一季,3467745225
002340.SZ,格林美,14133184000,927751117,10.9789,2.285,0.16,9.0348,6.698,64.8733,1.1045,20.0822,80.0537,19.7742,1.9987,860054485.8,897077877.3,5904647489,12190554180,一季,14052768674
002352.SZ,顺丰控股,86123330000,5291156000,14.5572,8.5152,0.92,12,9.03,42.5417,1.4321,35.6602,32.9586,17.637,7.6226,5371190319,2316147193,6426416186,82279787460,一季,85007199024
002371.SZ,北方华创,3408570000,241757897,6.998,7.9129,0.134,1.854,2.0712,59.0926,1.3656,25.6648,30.8547,41.9099,7.2491,127522548.6,394900000,609537312.8,2169709257,一季,2789482612
002375.SZ,亚厦股份,10522000000,466500000,5.95,5.93,0.24,4.3984,2.2144,58.0445,1.4694,5.9664,16.5257,13.6147,5.6455,386971561.7,39638800,1269000000,7477839616,一季,8420615960
002384.SZ,东山精密,20858682727,1175871818,12.9164,8.458,0.64,7.6144,4.7412,65.5145,0.9915,49.6932,25.2685,14.3283,7.597,665946088.4,670000000,7186503788,14209941127,一季,14423378605
002397.SZ,梦洁股份,2357500000,129500000,6.295,2.6522,0.268,10.1184,8.218,34.6457,1.9782,34.5727,46.5417,46.5295,2.669,238981875.1,42480000,414705706.5,2074952380,一季,2013588218
002415.SZ,海康威视,53909043000,11895154286,30.965,4.2476,0.796,23.2116,18.9704,35.383,2.4418,17.7,32.9528,45.0618,3.4929,8578223072,190000000,1516332858,37459312804,一季,41751516449
002422.SZ,科伦药业,14619945000,1178293333,9.2582,8.8658,1.08,12.8144,8.5744,57.11,1.0835,11.9199,61.5354,57.9112,8.4164,1540099356,208000000,3020000000,15728375244,一季,15584852674
002438.SZ,江苏神通,952233333,82133333,4.65,3.67,0.2,5.1772,4.0684,41.1243,1.6837,28.6678,61.5748,30.7665,3.5888,97162128.28,48680000,234887800,990057429,一季,1015674670
002448.SZ,中原内配,1717500000,335500000,13,4.54,0.32,8.1928,9.474,34.2687,2.8285,12.3719,13.3021,41.9836,4.0261,240657771.6,680795264.3,142219763.7,1520427763,一季,1646346263
002456.SZ,欧菲光,45906746111,2023514737,18.802,4.0867,0.44,12.7648,6.4156,70.9373,1.0814,29.7901,22.0553,15.1518,3.4673,1509702373,2441134694,5530134889,30233309626,一季,36512508957
002460.SZ,赣锋锂业,6790047059,2299808446,37.4643,5.551,1.92,34.3996,21.5724,48.1313,1.6474,82.2453,67.9737,46.0781,5.5163,1688089570,330975360,1034404132,4200371457,一季,4663610545
002465.SZ,海格通信,4552101429,525123333,6.2954,3.6362,0.04,1.3084,0.9652,25.8605,2.8054,7.9796,2.4488,35.2232,3.5426,96075513.24,245500000,877140000,3049974306,一季,3653747483
002466.SZ,天齐锂业,6617592500,2776767670,24.9767,10.1162,2.32,28.8496,24.5748,40.5186,3.4418,50.3632,56.9165,73.6692,8.089,4278053560,1634484750,649706103.6,6676054283,一季,6578975299
002475.SZ,立讯精密,33095105385,2551576154,16.9233,4.8973,0.44,10.1152,7.8672,45.4449,1.5313,30.3449,37.4077,19.6975,4.2197,1503171081,867951838.7,4414312845,21614415156,一季,24051465145
002488.SZ,金固股份,3656960000,301330000,7,6.58,0.2,3.534,2.5948,42.0719,1.6394,70.3971,-5.864,18.6958,6.1681,163771204.7,251994049.1,1555305059,2450231952,一季,2926730001
002493.SZ,荣盛石化,77817556316,2821421579,15.8858,3.2395,0.68,17.4816,4.342,59.932,0.6192,65.1467,13.3534,5.839,3.8927,3257355846,5118398725,18938692492,70726014290,一季,73383227767
002531.SZ,天顺风能,4135825789,679099474,12.5353,3.0632,0.184,6.6968,5.1484,50.9326,1.1959,26.288,14.2927,26.21,2.7732,337076552.8,284285627.3,1299024689,2404926506,一季,3232747703
002543.SZ,万和电气,8209881667,538456667,16.5325,7.244,1.32,18.9388,13.0164,51.054,1.1333,27.0025,49.5927,26.6945,7.1862,711808716.8,7791348.4,670750730,8681782726,一季,7528840226
002567.SZ,唐人神,16595910000,391876667,10.46,4.7584,0.2124,5.1372,5.4216,34.7727,1.1949,12.9806,7.3079,8.8433,4.1584,292831466.6,172666800,599900000,13131013579,一季,13659916778
002572.SZ,索菲亚,8340246154,1227108519,22.55,5.8909,0.4464,9.1204,7.418,26.0932,2.3153,27.0403,30.3245,34.7468,4.9494,496639511,293780000,266220000,4972143950,一季,5975893413
002582.SZ,好想你,5214582500,189181667,5.5391,6.8459,0.92,14.436,12.3932,34.2122,1.8937,12.4767,37.7051,30.2252,6.5779,597872687.5,913640,708450000,7163014162,一季,5251292693
002583.SZ,海能达,8145973000,789577207,12.3514,3.4785,-0.24,-7.4136,-1.948,58.6289,1.1185,82.1644,146.1604,48.776,3.0663,-507583205.3,1581349740,3328562971,4891362947,一季,6108793108
002594.SZ,比亚迪,1.36171E+11,4957247582,8.5011,21.753,0.08,0.7448,2.4852,66.9674,0.9365,24.445,17.5397,17.1438,18.7458,996504000,6458494000,37461146000,98950260000,一季,1.08302E+11
002597.SZ,金禾实业,5095422857,1197079286,27.8246,7.6643,2.08,34.062,24.438,39.6416,2.2229,19.8058,2.7584,34.9772,5.7518,1353214956,1819088,353116217.7,4548996199,一季,4511993706
002601.SZ,龙蟒佰利,11727341538,2960383846,20.1618,7.2374,1.16,17.834,14.9804,32.9234,1.1369,12.4516,8.406,41.3146,6.8564,2939281043,723342373.7,3193351527,10191402312,一季,10519777387
002614.SZ,奥佳华,5407288750,470026250,14.1975,5.9613,0.208,3.914,6.2504,40.8448,2.0147,18.0718,33.3674,36.39,5.2104,128058682.7,218392396.5,487747452.5,4135873167,一季,4417348606
002624.SZ,完美世界,9624965333,1898973745,19.5527,7.3988,1.08,17.7272,11.7792,43.3408,2.5643,-1.9386,-5.6311,61.3203,6.3041,1581845993,500000000,507812100,7210620032,一季,7333790661
002635.SZ,安洁科技,4969533333,957066667,16.5333,8.6136,0.552,6.0208,6.834,19.4165,2.0109,167.1255,44.0969,34.6305,9.3205,497885568.4,329307.61,63150146,2471601655,一季,2932496749
002658.SZ,雪迪龙,1288356250,257172500,12.42,3.4284,0.04,1.3608,2.2076,24.3073,10.8298,35.7549,17.6216,46.5246,3.1336,35690878.76,5318163.99,1844618.55,733126809.7,一季,958010412.2
002672.SZ,东江环保,4060912609,589881919,13.3395,5.155,0.56,12.8076,8.0124,52.0972,0.9745,4.6485,12.2441,35.3618,4.3474,610196239.8,369743234.3,1858359000,3032846559,一季,3324269418
002675.SZ,东诚药业,2058057500,290144000,9.755,4.0177,0.2468,5.9504,6.1224,37.6598,1.5196,26.8544,26.3334,50.7457,4.1677,304075768.2,506192050,464282696.8,1598016762,一季,1900554222
002681.SZ,*ST奋达,4277000000,609000000,9.2,4.5414,0.148,3.4932,4.7652,27.3923,1.8366,110.3389,79.7991,22.2779,4.2083,233102780.5,250000000,190000000,2550359350,一季,2852409467
002701.SZ,奥瑞金,8202000000,834000000,13.9925,2.5326,0.36,14.8336,11.5192,57.7343,1.0177,-5.7698,53.809,26.8696,2.4679,1211149468,1080436000,1149856599,7972273100,一季,8080210608
002714.SZ,牧原股份,15585400000,2328831333,16.2557,12.7141,0.48,4.2496,3.9792,51.5853,0.9256,81.1637,40.0277,13.0658,8.9886,577738150.6,1737550597,4528882945,11022107358,一季,11025909567
002717.SZ,岭南股份,9370413333,960595556,21.3189,4.5283,0.36,9.5704,4.7852,66.3258,1.16,124.3277,88.6838,28.9029,8.5143,418295731,1033736240,1930648058,3907089934,一季,7109187289
002739.SZ,万达电影,16075546364,1926607273,14.0489,11.3397,1.8416,18.2196,12.7224,47.6849,0.599,17.7184,27.5668,32.421,10.276,2594665472,1945407616,2500000000,16998962565,一季,14734346431
002747.SZ,埃斯顿,1728399474,160646842,9.5924,2.0021,0.08,4.642,3.7552,48.0454,1.5891,52.2593,123.6945,40.511,1.8822,91427423.52,240077600,436047763.7,1209995958,一季,1449984982
002815.SZ,崇达技术,3992256000,571114000,18.932,3.8053,1.2488,19.7776,14.0928,45.1908,1.5588,32.0921,27.7834,32.6187,6.0842,599449664.3,42295303.49,486493888.2,3505768862,一季,3629255987
300001.SZ,特锐德,5900900000,341511275,10.6,3.295,0.24,7.5828,2.4992,73.035,1.1535,27.2556,26.9327,21.7301,3.0367,165520498.6,734000000,2570291083,4782491219,一季,5274631569
300003.SZ,乐普医疗,5951548571,1252846429,17.0385,4.1643,0.6808,19.242,13.9432,49.6803,1.211,29.111,39.1808,72.5492,3.4662,1587045991,1312506000,1665788777,5743276969,一季,5909260040
300007.SZ,汉威科技,1884000000,157522000,9.54,5.2597,0.32,6.6688,4.8808,58.0273,1.9627,26.5903,5.7066,33.213,4.8446,165557260.2,891243730.6,194500000,1510138720,一季,1461630796
300010.SZ,立思辰,2520346667,277330000,5.044,6.6219,0.0816,1.296,1.5332,32.1146,1.6687,12.5755,-15.7256,44.9845,6.3088,87687108.08,268400387.2,510671928.3,1031302939,一季,1099837559
300011.SZ,鼎汉技术,1559000000,266000000,10.2,4.89,-0.014,-0.3124,1.6968,38.6807,1.7295,18.9914,37.5761,27.8542,4.4431,15860361,410400000,185000000,1013210643,一季,1185960023
300014.SZ,亿纬锂能,4499672941,525526871,15.2082,4.0136,0.36,9.4556,5.062,60.0175,1.0092,60.3166,20.02,29.6575,3.7349,305483058.4,584592271.9,763273091.8,2736427978,一季,3767257527
300021.SZ,大禹节水,3003215000,305105000,18.225,2.095,0.24,13.0208,9.2456,54.2482,1.5488,36.0948,84.9226,31.1996,1.8059,231472896.3,43215931.68,988372421.6,1436479909,一季,1568707997
300024.SZ,机器人,3091692222,543236667,8.4788,4.1426,0.156,4.0884,3.4736,31.208,3.2186,20.3175,20.4648,33.885,3.8317,278003278.8,588119330.9,799983374.6,2172674795,一季,2461234680
300036.SZ,超图软件,1762013333,277216588,13.4979,4.5669,0.112,2.8184,2.3344,27.5212,2.6029,18.9872,23.894,52.721,4.0443,55187846.36,5711800.63,5851845.82,944834540.2,一季,1106591035
300038.SZ,数知科技,4265680000,923490000,7.43,8.8859,1.1432,4.8184,5.2432,18.0554,2.6112,16.9165,275.5142,28.3746,23.8324,586257565.3,352920366.6,769000000,3258210666,一季,3997445340
300065.SZ,海兰信,1060550000,154870000,12.18,4.058,0.3244,9.5452,8.2168,23.8457,3.5026,25.0017,13.2166,46.5616,3.4263,195840373.2,26708230,147462000,621523777.4,一季,637063733.5
300070.SZ,碧水源,19041928182,3264344266,15.3752,6.8742,0.2,3.4032,3.3776,57.5319,0.8625,45.9181,105.3209,26.5521,5.8124,859321570.3,4449177270,4269999994,9193843378,一季,7708869277
300078.SZ,思创医惠,1305202727,224639091,10.15,2.7767,0.12,4.3572,4.3936,26.0265,2.3905,6.5516,11.0091,42.8534,2.5712,94920493.04,192567500,277352400,944223941.6,一季,1160006596
300094.SZ,国联水产,5312110000,316080000,15.425,2.6344,0.48,19.2756,14.3192,49.0542,2.1145,25.7346,20.2533,11.6388,2.5985,445190871.5,128224346.8,1035083373,4041331174,一季,4332230831
300115.SZ,长盈精密,10881875000,833855000,17.0075,5.6998,0.12,2.7176,2.6976,53.6078,1.1044,28.7283,-12.6276,23.2254,4.9169,104683022.7,400980000,2350359800,6579225371,一季,7247266082
300168.SZ,万达信息,2841800000,380950000,13.2,2.7862,0.02,0.7128,1.7468,64.7031,1.2255,27.3041,11.8122,47.3214,2.4626,17699369.52,462836449.5,3189750000,1232851928,一季,2019843521
300203.SZ,聚光科技,3824051905,597999524,16.0274,8.2814,0.316,4.544,4.296,44.5818,1.7451,16.3352,42.7497,49.8567,7.0153,194829944.4,487757486.9,1190460746,2049558333,一季,2699120339
300207.SZ,欣旺达,18784785000,858835000,21.2186,3.1618,0.36,10.8268,5.72,61.8819,1.3432,92.9285,59.5288,12.3306,3.6235,491205000.8,294000000,2844236033,14139363223,一季,15104947057
300212.SZ,易华录,4348728462,346816767,11.2415,6.7826,0.4268,5.768,4.168,61.5238,1.8934,26.1953,3.8427,36.2244,7.5237,230263009,1537866996,920903000,2137508471,一季,2529439077
300232.SZ,洲明科技,4647100000,472503333,20.1283,3.0966,0.3316,11.4976,7.1508,57.733,1.1162,72.8999,58.9478,27.4359,2.9412,237833287.4,189000000,409054582.1,3437604574,一季,4070494526
300233.SZ,金城医药,3123595000,365745000,11.0625,10.5839,0.72,7.426,7.9836,20.0336,2.0558,5.6904,44.4886,40.7975,10.0132,357967259,14000000,289000000,3310163823,一季,3019405272
300244.SZ,迪安诊断,6602109286,447305000,16.0815,5.028,0.456,10.6632,8.2188,59.1556,1.4064,26.5389,15.8122,32.2027,4.2829,452959986,689730000,1104400000,4837199892,一季,5910101290
300260.SZ,新莱应材,1093000000,56000000,7.495,3.68,0.112,3.3428,3.838,44.4246,1.5287,19.7398,13.0204,23.5276,3.3698,27706579.72,16691960.86,240936551.8,665234420.9,一季,959061760.2
300274.SZ,阳光电源,12582910526,1373092408,16.7468,5.7217,0.56,11.5036,6.0548,52.6571,1.8177,37.6405,36.7591,30.7938,4.9408,892150753.6,1250892426,32960743.03,6822117832,一季,7790724471
300284.SZ,苏交科,8074022500,586253125,14.1373,5.1561,0.48,7.6172,4.5776,61.7647,1.2955,20.5511,10.9426,26.1434,6.4706,387614200.3,843152200,1559807307,4597501767,一季,5958131835
300296.SZ,利亚德,9831708333,1826355000,24.0673,3.0372,0.72,19.1336,13.2656,40.4158,2.022,9.9305,61.2977,36.7194,4.1947,1441098670,17633000.28,846874074.3,7277559374,一季,7222244399
