证券代码,证券简称,一致预测营业收入(FY1),一致预测净利润(FY1),一致预测ROE(FY1),一致预测每股净资产(FY1),每股收益EPS-基本,净资产收益率ROE(平均),总资产报酬率ROA,资产负债率,流动比率,总资产(同比增长率),营业收入(同比增长率),销售毛利率,每股净资产BPS,营业利润,长期借款,短期借款,营业收入,报告期,下一期营收
002087.SZ,新野纺织,6895508333,449093333,10.5083,5.2559,0.3736,7.7136,5.9118,56.0998,1.3565,5.0673,-10.7482,16.2266,4.908,398560411.6,490000000,1947200000,5732152817,中报,5632973345
002092.SZ,中泰化学,87401472000,1507706000,7.865,9.55,0.348,3.9492,4.0586,67.6963,0.7401,4.6739,47.9108,7.6674,8.8101,1172322666,4615234273,11008834957,80903871700,中报,85988985648
002094.SZ,青岛金王,5117500000,323500000,9.7,4.5185,0.82,18.4836,14.1634,38.8161,2.0782,1.0585,-3.4907,17.3937,4.5796,772962761,80000000,698550000,5290860628,中报,5465793252
002111.SZ,威海广泰,2718516000,309360000,10.3875,7.7826,0.6,8.2922,6.4636,42.2916,1.6791,5.6549,-3.1919,28.5261,7.0887,259119395.3,31492724,913807123.5,1932828505,中报,2305473257
002124.SZ,天邦股份,7402660000,812265678,25.1714,2.7063,-0.6336,-33.4432,-9.9072,66.2774,0.5767,-1.1469,57.8976,3.4292,1.7359,-583928795.6,9204481.99,1902118005,5881122906,中报,5939075447
002126.SZ,银轮股份,5584857826,381924550,9.6086,4.9557,0.5,11.067,7.0828,49.2722,1.2358,3.2122,2.6475,24.3209,4.6005,487621656.3,225747000,1382483448,5390761711,中报,5143071294
002128.SZ,露天煤业,17957933333,2536622222,15.47,8.6846,1.66,20.1588,14.8808,48.7041,0.7652,116.2557,7.4095,27.6804,8.3781,3366545075,3944300000,6302950000,19066804634,中报,18959194539
002129.SZ,中环股份,17948377619,1184199245,8.1025,5.3989,0.3246,6.6932,4.9932,61.6331,0.9568,29.6698,22.9104,17.4332,4.6424,1439219655,7534040095,4377023000,15883083770,中报,16021121919
002146.SZ,荣盛发展,73839428333,9609657920,22.8422,9.4433,1.36,17.2342,3.5942,84.3763,1.3317,17.6519,25.6529,30.4439,7.9933,7903249187,28547658543,9216028651,48722837589,中报,51785585411
002157.SZ,正邦科技,46350300000,2125633918,24.9778,3.4187,-0.22,-8.059,-0.5058,67.4817,0.7283,20.8693,-6.9147,8.6755,2.949,-297721560.7,3011605770,3612890388,22753154292,中报,23418955322
002179.SZ,中航光电,9699403182,1183783182,16.349,6.9401,1.1228,18.1624,10.0682,50.5533,1.9494,28.3605,28.2255,33.2478,6.1349,1329609512,3000000,1100930344,9193318870,中报,9189591291
002180.SZ,纳思达,24944248000,1209592000,19.096,5.9188,0.7042,14.304,5.1082,75.7947,0.7447,3.807,3.4403,35.5875,4.9901,1064846024,7821412598,1241596446,21557730265,中报,22433778742
002185.SZ,华天科技,8489144167,381047500,5.6633,2.5247,0.0804,2.9556,2.892,46.0042,0.971,41.6708,1.4117,13.1883,2.7644,236321104.9,1718514292,2125354696,7678660864,中报,8142148169
002202.SZ,金风科技,38190291034,3076224828,10.0221,7.2054,0.59,8.6978,4.2292,67.8946,1.0965,29.3667,42.6452,20.9235,6.5132,2844667147,19305849853,2091330819,31466593036,中报,32979981277
002221.SZ,东华能源,56597573333,1382675000,14.0717,5.9367,0.7996,14.6836,8.2754,65.9188,1.1542,3.5929,21.6245,5.183,5.3689,1597931104,1831699900,8392913797,51636199046,中报,49544649920
002230.SZ,科大讯飞,11323220500,863318140,9.016,4.6497,0.18,4.5808,3.4262,44.2013,1.4868,19.6003,31.7191,50.4407,4.0966,508807260.1,367032992.3,1169437954,8456338681,中报,8764137940
002234.SZ,民和股份,2913464286,1331910000,53.4467,7.8908,5.76,111.5218,65.7066,29.1737,1.5873,22.8299,133.3132,60.1898,6.6074,1739270398,108623820.2,403300000,3125999309,中报,3103598456
002236.SZ,大华股份,28954087778,3031699377,20.2347,5.2322,0.84,18.9312,10.1382,49.4905,1.711,23.397,10.1133,40.3749,4.5229,2721357647,154000000,3084859035,21613132742,中报,21904313463
002241.SZ,歌尔股份,31344570000,1256673571,7.2714,5.0465,0.32,6.8418,5.1786,50.1654,1.0422,17.5244,61.111,15.5666,4.7527,1302469646,667195797.3,6258997477,27151595866,中报,32179206312
002249.SZ,大洋电机,8816000000,405000000,6.1233,2.8477,0.24,8.3002,5.0796,52.2032,1.629,-12.0505,12.1252,16.8646,2.8992,653996683.3,1562089478,373435518.3,9490817221,中报,8895170530
002251.SZ,步步高,20143081429,191707143,2.6229,8.3628,0.5718,6.5234,4.3012,63.3905,0.4597,32.9497,3.1608,24.6278,8.8597,650354964.1,2060657100,3801451000,20140884946,中报,19733820066
002258.SZ,利尔化学,4475977895,424113158,12.4778,6.4714,0.6084,10.0258,7.6612,46.5899,1.35,20.6418,12.6757,29.2114,5.7322,480885158.5,390300000,550000000,4105038549,中报,4032355993
002262.SZ,恩华药业,4388198947,650116316,18.6047,3.5102,0.6312,20.7696,17.5918,24.5736,3.2636,17.9761,12.4112,59.1193,3.1786,749847931.4,230000,367850000,4194453117,中报,4263369271
002277.SZ,友阿股份,6551666667,342333333,4.93,4.9997,0.3532,7.2658,4.5282,51.4618,1.3299,17.1568,-20.1473,20.7435,4.9073,531598513,1922260000,1167705965,6156335889,中报,5881518753
002299.SZ,圣农发展,15649980667,3290006000,31.7425,8.4889,2.6672,41.6584,25.4018,41.3359,0.568,6.7124,29.2745,31.6953,6.5489,3433892862,154605147.1,4059000000,13108273244,中报,13748210995
002310.SZ,东方园林,12004333333,1338666667,9.1267,5.1145,-0.66,-14.6824,-2.055,70.9331,1.0425,1.4931,-66.1008,29.0464,4.3198,-1840315817,1249859212,3566534280,4381883401,中报,5114823440
002314.SZ,南山控股,8519460000,606720000,7.8,3.17,0.1154,3.8342,3.275,66.8385,1.5509,75.7641,14.6146,44.2199,3.04,725653388.5,4236125225,999000000,4995564073,中报,4122409250
002340.SZ,格林美,14569504000,905560667,8.495,2.5834,0.2,8.2712,6.1868,59.3906,1.1931,12.5484,-11.7037,19.3709,2.4399,1049233411,827137449.7,7398681142,12408077622,中报,13110123764
002352.SZ,顺丰控股,1.11331E+11,5376642174,13.2605,9.3478,1.4,16.5468,11.0532,52.2552,1.1852,37.3519,17.6819,19.8157,8.6996,7795028517,5922181122,10329017919,1.00149E+11,中报,1.05027E+11
002371.SZ,北方华创,4489082800,362523600,9.3344,8.8695,0.5614,7.1426,4.3938,64.3899,1.3764,19.3998,18.6344,43.6576,7.9735,374996939.5,644690000,451299984.2,3309285915,中报,3648839457
002375.SZ,亚厦股份,10555245000,424226667,5.1333,6.168,0.28,4.7578,2.6264,61.3836,1.3994,4.6043,12.2477,14.1622,5.8253,457298608,64675000,2112094242,9451951276,中报,10016806313
002384.SZ,东山精密,24430666667,1480141667,15.1482,6.1556,0.5,9.332,4.9112,71.0095,0.8868,21.362,38.3698,14.8586,5.497,921016678.4,3408616910,8782107323,19957605191,中报,21824680016
002397.SZ,梦洁股份,2805517500,185970000,8.8725,2.7121,0.22,8.4886,6.468,43.9561,1.3726,8.6867,14.1941,39.9652,2.4718,188822820,55280000,547666734.6,2299399667,中报,2250055001
002415.SZ,海康威视,60173321290,13073010645,28.8582,5.0349,0.888,22.7608,15.5186,42.6025,2.4077,28.6391,14.5983,46.3263,3.9062,10255578100,4631400000,4552318503,47846546849,中报,53118554972
002422.SZ,科伦药业,18888540476,1424020476,10.446,9.6334,1.02,11.2396,7.642,55.9181,1.2189,7.1146,14.4984,59.9092,9.1365,1698390954,1194444426,2370000000,17844399202,中报,17277268916
002438.SZ,江苏神通,1407666667,159646102,8.5,4.0102,0.38,9.9294,7.0218,42.5984,1.6631,7.9636,54.3279,33.0604,3.8992,205745782.7,38680000,395000000,1567469335,中报,1427863438
002448.SZ,中原内配,1208000000,170000000,6.1,4.73,0.3,7.0358,6.1588,36.3226,1.5458,3.642,-10.0527,34.867,4.3632,215774401.8,394346282.7,320000000,1480844227,中报,1484325946
002456.SZ,欧菲光,53952008000,567638000,5.6125,3.4277,0.0154,0.4876,3.3222,78.3367,0.8935,8.185,29.2069,10.0757,3.1845,355424324.4,3461887892,7877548913,47176695408,中报,50525867491
002460.SZ,赣锋锂业,5572540909,949527273,10.6318,6.8549,0.46,7.4338,5.9594,44.0259,1.5587,63.7486,21.0397,25.1052,5.9209,772446730.1,625492560,2409051973,5644822302,中报,5614005462
002465.SZ,海格通信,4989668667,567536250,6.4077,3.8281,0.2,5.3128,4.332,23.0188,3.6013,1.055,8.1379,35.8324,3.6244,473728234.1,242300000,504485480,3951086341,中报,3793923594
002466.SZ,天齐锂业,5989221429,971155333,9.1692,9.9508,0.34,3.8174,7.471,74.5024,0.7182,149.9357,-21.2768,61.0698,8.8704,1236502567,26719915038,2533239801,5179079948,中报,5062855077
002475.SZ,立讯精密,50315380526,3870333333,20.558,3.6257,0.72,18.6162,10.3246,53.4789,1.2936,34.3099,78.2905,19.2408,4.0745,3776973128,1631650797,5179287164,42881478040,中报,50448184555
002488.SZ,金固股份,2606550000,301670000,6.91,4.3195,0.1,2.557,2.1024,45.8766,1.1189,-0.3658,-25.9171,22.3248,3.9439,91429874.34,310705486.7,2146929541,2168205184,中报,1952257227
002493.SZ,荣盛石化,1.13553E+11,2985772632,12.6563,3.7328,0.3326,9.898,2.701,73.2995,0.6965,61.2941,5.283,5.9094,3.3949,2934818510,52135380820,22745006998,78983637860,中报,79544158857
002531.SZ,天顺风能,5330929565,734574348,12.703,3.2964,0.38,12.5338,7.2642,59.1337,1.2422,20.4885,53.256,27.8844,3.0574,765607128.6,1781011446,1935767500,4954381132,中报,5071852708
002543.SZ,万和电气,7215262000,573134000,15.436,5.0822,1.153,19.1326,12.4822,42.5233,1.353,-2.6603,-5.6646,33.3689,6.31,814034794.8,6319428.4,554496746,7102364988,中报,6391543413
002567.SZ,唐人神,17373568333,465123009,12.586,4.5554,0.1076,2.625,3.4616,43.2019,1.0494,8.4867,6.5058,8.9038,4.1267,223944773.4,334800000,975790000,14548608097,中报,15089374457
002572.SZ,索菲亚,8351596667,1065257500,18.7554,6.2106,0.8564,16.3266,12.4996,33.0973,1.4907,13.2415,5.169,36.6501,5.1392,954222771.6,93780000,699434456.7,6284785742,中报,7082076513
002582.SZ,好想你,5765000000,165800000,4.7838,6.7273,0.5,7.5932,6.1838,35.0676,1.4222,8.098,8.815,29.9856,6.4696,330861388.3,150304550,553000000,5714192370,中报,5388060236
002583.SZ,海能达,8703654941,699417078,10.3994,3.6882,0.0232,0.7124,1.9112,58.8135,1.1513,4.9121,-11.4184,43.2156,3.305,61067230.22,717699646.1,3318197709,5411269355,中报,6560080409
002594.SZ,比亚迪,1.44843E+11,2840135313,5.3287,20.1404,0.98,5.2002,3.3748,68.8737,1.0202,4.5097,14.8351,17.1448,19.1685,3578182000,12053733000,45647360000,1.24369E+11,中报,1.25096E+11
002597.SZ,金禾实业,4113733333,862670000,19.3071,7.9949,1.44,20.194,16.4028,30.2389,2.9973,3.3335,-12.323,33.053,6.9343,956903218.4,606360,180000000,3955980254,中报,3992501182
002601.SZ,龙蟒佰利,11991140625,2714921667,19.65,7.117,1.28,20.1532,13.6054,49.5587,0.9221,17.2292,1.9353,42.5547,6.2871,2960486760,1775189776,3802110310,10723363246,中报,11028436945
002614.SZ,奥佳华,6387076250,491966250,13.1043,6.7025,0.38,6.436,3.8896,39.767,1.5733,5.3998,11.0126,36.7988,5.8327,236389742.6,54646089.7,521037424.6,4903812098,中报,5079669197
002624.SZ,完美世界,8560934688,2143849706,20.5948,8.0031,1.58,23.243,14.3498,40.009,2.6069,-2.9972,-0.2875,68.5763,6.9363,2154505144,366755519.8,1167386800,7312707287,中报,7749580702
002635.SZ,安洁科技,3793000000,547366667,7.4667,10.8299,0.48,5.2848,4.5516,17.8998,1.9775,-4.5315,-5.5036,24.5593,9.4451,-767925681.6,774983.68,57192335.76,2771103832,中报,2916712420
002658.SZ,雪迪龙,1495000000,198000000,8.72,3.76,0.18,5.1332,4.087,26.128,9.4746,2.3801,28.3293,39.7107,3.204,125614515.1,3714196.48,2748457.9,1229407624,中报,1257946778
002672.SZ,东江环保,3854925000,495257201,11.3046,5.0171,0.58,12.2958,7.9936,53.2411,0.6969,8.684,1.6692,36.6932,4.7427,670429857.7,652415539.2,1981409600,3379758523,中报,3436592228
002675.SZ,东诚药业,2947700000,390412500,8.89,5.8192,0.4442,8.371,8.8688,32.0982,1.3739,11.4326,39.5982,60.0308,5.3976,584717086.3,146430394.2,562164479.9,2653138538,中报,2899859908
002681.SZ,*ST奋达,3926500000,420000000,7.65,2.7672,0.0728,2.8504,2.7716,32.5661,1.4471,-8.547,3.9277,19.9939,2.577,169201335.9,210000000,550000000,2964444088,中报,3327042608
002701.SZ,奥瑞金,9385060000,851177778,14.1611,2.5706,0.4166,17.3018,11.9218,54.171,0.9489,-6.9205,2.571,27.0593,2.4893,1331395634,947538387,1623529461,8287953192,中报,8607024496
002714.SZ,牧原股份,21585364286,4602990000,27.9369,7.656,-0.14,-2.561,1.0726,57.011,0.584,22.1932,29.8735,4.0842,4.5892,-332705831.1,852036248.7,4789877008,14319729454,中报,15644384952
002717.SZ,岭南股份,9596833333,752498333,14.74,3.2871,0.28,9.137,4.3854,72.218,1.0197,26.1825,-7.0569,26.0978,2.9446,503446240.6,630650000,2826928764,6607498459,中报,7027647783
002739.SZ,万达电影,15380323125,1623383500,9.8213,7.2765,0.578,6.5894,5.6218,38.0896,0.9169,40.1692,-11.1756,27.6513,9.2585,1248364052,2096537885,3300000000,15128872139,中报,15458855786
002747.SZ,埃斯顿,1703718889,126953571,7.4996,2.0681,0.14,7.098,4.2912,56.4707,1.1235,11.904,-6.0033,36.8774,1.8869,110857202.8,120003940,1153830988,1362937666,中报,1290103945
002815.SZ,崇达技术,4259100000,656940000,19.6122,3.9657,0.64,18.1778,12.7282,42.2025,1.3337,4.2255,2.0239,31.7615,3.3216,593186440.4,32566580.85,331422175,3702709992,中报,3702237645
300001.SZ,特锐德,6794933333,411544226,11.0075,3.7435,0.16,5.32,2.8678,72.7155,0.9179,3.8986,-9.6735,28.1552,3.205,116358180.9,268600000,3283900000,4764388514,中报,5338199433
300003.SZ,乐普医疗,8393230000,1724687652,22.5394,4.3568,1.3046,34.4268,19.9524,53.1122,1.2822,10.9574,32.7078,73.3123,3.964,2657795128,2874399918,1440165160,7842046548,中报,7839571236
300007.SZ,汉威科技,1932500000,141500000,8.825,5.4464,0.6,11.625,6.7308,58.0054,1.8947,3.8931,23.6358,33.0625,5.2438,290643349.7,665062201.9,340000100,1807098573,中报,1708885240
300010.SZ,立思辰,2262811429,262265714,7.4,4.089,0.0902,2.3602,1.6292,52.2925,0.926,-14.9419,64.1586,36.41,3.8446,48118094.7,656426000,586489626.5,1805477529,中报,1766637702
300011.SZ,鼎汉技术,1587500000,97000000,4.7,3.755,0.115,3.3538,3.6564,44.3921,1.5819,-15.1123,18.0929,33.3307,3.4594,59987390.5,200000000,427913115.4,1400534910,中报,1399509028
300014.SZ,亿纬锂能,6524116552,1171595172,22.4236,5.7885,1.12,19.8346,9.9752,47.0538,1.5461,41.5703,34.3001,25.5254,6.7396,1012283158,460999250,592465903.6,5059428974,中报,6102919440
300021.SZ,大禹节水,2526500000,190930000,11.915,1.9696,0.1686,9.3576,5.8406,58.5644,1.3875,2.4867,7.4543,27.1307,1.7948,158730957.3,79198060.64,924983400,1685644398,中报,1752448882
300024.SZ,机器人,3395620000,495624286,7.358,4.335,0.2774,6.8264,5.6326,34.6044,2.6697,7.3154,2.2334,27.6776,4.0971,481170171.7,523841751.7,1318783136,2516203852,中报,2483589176
300036.SZ,超图软件,1885595000,214343750,10.15,4.6928,0.182,4.2118,3.1744,24.3029,2.1843,4.6532,15.626,54.4359,4.3243,74814284.92,7333351.82,6713953.73,1279506526,中报,1404407341
300038.SZ,数知科技,7149000000,882830000,7.8,9.66,0.736,8.0636,7.585,21.9658,2.2026,13.385,16.3081,30.0605,9.2791,1004416633,99202673.41,887590000,4649353329,中报,4258171994
300065.SZ,海兰信,908666667,140000000,8.05,4.594,0.3158,7.2578,6.9044,19.2303,3.8367,-3.5854,4.946,40.7332,4.3815,149510588.3,25177095,166364000,668572845.6,中报,698443757.3
300070.SZ,碧水源,12050022105,1389733105,6.7775,6.4273,0.0164,0.2744,1.5248,64.2148,0.9909,23.1128,-7.7339,28.2345,5.9176,75194637.32,12247212272,3987427589,7112675760,中报,9480298312
300078.SZ,思创医惠,1573808000,204918667,8.634,2.9531,0.22,8.012,6.7672,33.3496,1.8059,17.8269,24.7869,39.9126,2.8078,204127532,229475500,482981186,1447536212,中报,1423826508
300094.SZ,国联水产,5444642000,146322000,5.6275,2.6172,0.02,0.777,2.6894,48.1334,2.3209,28.5936,-7.5113,14.6472,3.0818,35093488.46,326235998.4,1001011404,4053550570,中报,4294077769
300115.SZ,长盈精密,9323800000,457433333,9.8667,5.24,0.2656,5.5098,4.8038,53.8873,1.0978,-0.973,9.2506,23.8912,4.7612,318632927,310500000,2428600000,7917685090,中报,8246505598
300168.SZ,万达信息,2901471429,431714286,10.5,3.58,0.0682,1.9928,2.991,56.0984,1.525,17.576,13.2091,37.9141,3.2844,92079642.5,535397587,2513184838,2286647141,中报,2211423849
300203.SZ,聚光科技,4560192308,723709281,17.106,9.2397,0.802,10.4514,6.6016,53.2116,1.5828,23.0968,8.0164,50.5056,7.6019,432797057.7,1221614482,1224871580,2915492291,中报,3453919537
300207.SZ,欣旺达,27306621538,922265637,14.9445,3.9578,0.3,8.4682,4.7434,72.0859,0.9593,20.2743,43.7491,14.6655,3.5153,641238472.4,817886200,3771894305,21713223422,中报,23652486602
300212.SZ,易华录,3525112857,448662857,12.9214,6.4907,0.8058,11.7434,5.7028,68.0587,1.682,27.7968,8.6779,39.1999,5.7392,438982540.5,2002920585,1427233585,2748941766,中报,3249129901
300232.SZ,洲明科技,5884444615,555983077,19.0292,3.1966,0.5578,20.2534,10.1404,55.2894,1.3561,17.9152,24.9137,31.6813,2.7466,603471729.3,90000000,357898788.8,5084606525,中报,5333317304
300233.SZ,金城医药,3179190000,554125000,12.6,11.1878,1.66,15.775,15.1102,21.5399,2.174,9.7815,-15.0841,59.1443,10.7786,528426803.6,167213517.9,336000000,2563954515,中报,2619149918
300244.SZ,迪安诊断,8950707143,492245000,11.5246,6.9413,0.7992,13.0586,10.523,54.4317,1.61,21.9361,35.1704,32.9219,6.3172,924617804.2,1120800938,1247597840,7988707439,中报,8280003585
300260.SZ,新莱应材,1650000000,73000000,9.2,3.58,0.302,8.3602,5.261,63.7816,1.1184,6.9285,34.274,25.7459,3.664,69552844.6,135520154.8,515820458.7,1287770289,中报,1326881505
300274.SZ,阳光电源,13512881905,1069816190,12.3505,6.0111,0.46,8.464,4.248,56.6258,1.5924,16.2408,14.5583,27.9635,5.4959,777889025.8,1312947100,384494000,8924920929,中报,9578664155
300284.SZ,苏交科,7222918421,763050000,15.655,5.0563,0.453,10.2618,5.3546,61.3793,1.4167,8.7153,-29.215,35.9517,4.4615,563664846.5,595828200,2495481417,4217464709,中报,4690240873
300296.SZ,利亚德,9251455000,1552866667,17.31,3.65,0.4296,13.8086,9.4916,45.1394,1.8151,19.5142,12.1856,34.1941,3.1712,1277015478,14933831.31,1621919960,8102316757,中报,8418801576
300316.SZ,晶盛机电,3024193667,700848611,15.0456,3.5965,0.4,12.2264,8.699,34.1807,2.018,8.438,-5.2752,36.5391,3.2363,558413661,37500000,71000000,2356840499,中报,2676413118
300326.SZ,凯利泰,1151525000,306220000,11.475,3.7412,0.4266,12.096,10.7534,26.2811,3.1979,25.8398,24.4892,64.2068,3.5815,369296711.4,262500000,304566198.5,1136796883,中报,1146571017
300347.SZ,泰格医药,3028184643,684278214,20.748,4.4976,1.411,22.2172,16.8364,25.8396,2.251,62.3118,29.4862,47.5534,7.3393,865380217.3,1145909.37,769094093.2,2674589179,中报,2707997244
300383.SZ,光环新网,7952328148,905562414,10.9296,5.3958,0.5,10.1862,8.6236,33.9786,1.81,8.6093,24.2309,21.5949,5.1188,891242942.9,1404081313,520000000,6911699218,中报,7175366376
300388.SZ,国祯环保,4952236000,351189422,12.0316,4.5835,0.561,13.5786,5.274,79.0034,1.0216,46.2027,6.9574,25.8911,4.057,378568866.2,4839617842,1197666661,3371341482,中报,3440944600
300398.SZ,飞凯材料,1662894667,318072000,12.724,4.7421,0.48,11.0076,9.0846,37.2592,1.2771,18.2813,0.4993,42.9982,4.4227,286179272.8,9000000,709191999.3,1492648725,中报,1482163142
300415.SZ,伊之密,2263980000,218924444,16.6833,3.0644,0.6,21.808,11.7368,55.7961,1.3597,2.6683,1.7051,34.9945,2.8059,290172486.3,250209683.5,436846422,2265919183,中报,2161035561
300422.SZ,博世科,3697697500,323041489,17.69,5.0252,0.7942,17.7802,6.4658,76.4843,0.9087,54.2016,32.322,29.7062,4.2691,329956271.9,1485306800,991659226.8,3039270689,中报,3237586328
300433.SZ,蓝思科技,29841000000,1011700000,5.9,4.46,-0.0796,-1.851,0.8534,63.2991,0.7479,16.7238,4.2731,18.9734,4.0264,-466007800.3,1574240000,11002874341,22717803879,中报,27460138465
300437.SZ,清水源,1966225000,300010000,15.855,8.8164,0.6602,9.6058,7.2946,60.6635,1.3081,39.39,-0.8047,31.195,6.6442,254925871.1,365490480.7,844330759.9,1520373492,中报,1506351698
300438.SZ,鹏辉能源,3752166667,392333333,14.8733,9.3699,0.98,12.017,6.6438,53.465,1.2117,32.3377,50.3596,24.2686,8.2441,319765474.7,58458000,512600000,2891994329,中报,3326416812
300456.SZ,赛微电子,804695000,91135000,3.2,4.0053,0.1782,2.7818,2.004,19.2291,3.2405,29.2048,-11.1082,40.2955,8.002,73713989.06,82600000,152199301.2,620718599.1,中报,668330476.5
300457.SZ,赢合科技,2494436471,410853529,12.9006,8.7399,1,12.22,9.6218,43.8597,1.6598,11.3185,0.1954,40.8355,8.3549,488445536.8,36285800,767000000,1986330726,中报,1842057860
300496.SZ,中科创达,1851938000,230562000,13.4438,4.2535,0.4426,11.2836,7.7044,29.0721,2.0024,4.3554,27.1475,41.072,4.0533,180168771,5270221.4,257649960,1470162700,中报,1698870395
300511.SZ,雪榕生物,2411495000,265560000,14.4333,4.1651,0.54,14.4296,7.7472,55.4086,0.5213,-4.3546,9.4012,21.65,3.8092,195912521.7,738915988,479569445.2,1766368272,中报,1760218857
600011.SH,华能国际,1.7498E+11,5811748095,7.3684,5.372,0.46,9.0204,5.8368,73.7715,0.4082,5.1654,0.8849,16.4023,4.8514,12444779488,1.12302E+11,76380001996,1.66835E+11,中报,1.69643E+11
600019.SH,宝钢股份,2.91637E+11,13349880496,7.3186,8.1607,0.56,7.1068,5.5874,45.8085,0.9209,-3.4457,-5.1558,11.053,7.6972,17435648293,2239090180,29732341889,2.81752E+11,中报,2.89167E+11
600023.SH,浙能电力,55040331000,5102663000,7.8811,4.724,0.36,8.1342,6.9102,35.5285,1.6673,-2.4846,-6.7509,11.9331,4.5644,6310333087,21708434749,5817575689,51792711464,中报,52874073630
600026.SH,中远海能,14709875000,1314613750,4.6114,7.2314,0.2326,3.3344,4.1354,55.9479,0.6445,6.8795,39.2296,20.1281,6.9594,1401076322,17719371881,3676914409,14275084486,中报,14041037262
600027.SH,华电国际,93871987778,3266197778,6.3431,5.14,0.29,6.1292,4.5664,68.7641,0.3887,4.8852,5.2124,13.5615,4.4413,5370528000,65070763000,24234025000,87403808000,中报,89943042667
600028.SH,中国石化,3.07115E+12,62223654762,8.3505,6.1669,0.518,8.6878,6.2514,52.4172,0.8999,12.8325,15.285,15.7374,5.9841,98356000000,67359000000,76742000000,2.99799E+12,中报,2.97774E+12
600029.SH,南方航空,1.57902E+11,5630149180,7.8829,5.6619,0.28,5.2832,3.817,74.7501,0.1992,31.0115,7.9698,11.6453,5.1316,4158000000,4416000000,14282000000,1.45878E+11,中报,1.55553E+11
600031.SH,三一重工,74110307353,10943860000,27.1522,4.9633,1.668,37.9866,20.653,53.3132,1.5112,29.2897,54.2694,32.3573,4.725,17150018000,1491630000,9232426000,86772880000,中报,78254602667
600038.SH,中直股份,16119995926,638040000,7.7795,13.8825,0.8184,6.2088,2.1492,63.2793,1.4234,-0.5073,28.754,11.2844,13.2682,543450991.4,23755000,393400000,13800832877,中报,14038421829
